Date,Open,High,Low,Close,Volume
2021-07-19,2555.834981114411,2555.834981114411,2529.686174376937,2551.617431640625,316800
2021-07-20,2538.9647832192663,2551.617431640625,2522.094585324122,2551.617431640625,483800
2021-07-21,2551.6177952543217,2610.663496301529,2551.6177952543217,2576.923095703125,455400
2021-07-26,2614.880675774919,2627.533324206088,2589.575378912581,2602.22802734375,305000
2021-07-27,2598.0107628302844,2606.4458627096037,2585.3581130113057,2593.793212890625,247800
2021-07-28,2585.3581130113057,2602.2283127699443,2572.7054631923274,2593.793212890625,327400
2021-07-29,2581.140237270902,2585.3577866782075,2555.8349408270697,2560.052490234375,391200
2021-07-30,2543.1822926051536,2585.3577866782075,2538.964743197848,2560.052490234375,461600
2021-08-02,2560.052532573187,2619.0982252519752,2560.052532573187,2602.22802734375,355400
2021-08-03,2581.1402799584685,2606.4455768208063,2572.705181004356,2602.22802734375,262000
2021-08-04,2593.793296002327,2598.0108460771276,2572.705545628324,2576.923095703125,367000
2021-08-05,2551.6173914197643,2585.3577866782075,2551.6173914197643,2560.052490234375,300600
2021-08-06,2560.052916079662,2598.0108670594263,2560.052916079662,2572.70556640625,434700
2021-08-10,2627.5333638610336,2673.9264088088207,2530.5297244247513,2543.182373046875,794600
2021-08-11,2564.2700396416803,2576.9226878635964,2547.399842012459,2560.052490234375,475200
2021-08-12,2564.27001953125,2576.9226676539374,2547.399822034334,2564.27001953125,424800
2021-08-13,2589.5756455983546,2598.0107454211507,2543.182596572977,2547.400146484375,547100
2021-08-16,2543.1825164180473,2543.1825164180473,2507.7550982788903,2513.65966796875,553100
2021-08-17,2506.0678071799707,2521.2509847394585,2468.10986328125,2468.10986328125,430000
2021-08-18,2475.7017807855977,2526.3123793706523,2475.7017807855977,2501.007080078125,607700
2021-08-19,2501.0067319471436,2534.747126307307,2501.0067319471436,2522.93798828125,647200
2021-08-20,2521.251327818485,2527.999407652058,2493.415498504999,2499.320068359375,472300
2021-08-23,2500.1635249968494,2522.09478398805,2496.7894851520496,2510.28564453125,433900
2021-08-24,2512.8156817009835,2526.3118384338522,2501.0065445597234,2511.128662109375,454200
2021-08-25,2523.781726469336,2525.4687463399705,2474.8581502209327,2475.70166015625,441500
2021-08-26,2474.014747134432,2484.136866795398,2452.926997840753,2453.7705078125,404000
2021-08-27,2447.022675693937,2468.953937178957,2447.022675693937,2452.92724609375,331200
2021-08-30,2471.484412611531,2479.9195129958703,2442.805071304776,2463.892822265625,439800
2021-08-31,2441.961409934394,2501.850618951783,2441.961409934394,2495.1025390625,550800
2021-09-01,2522.094908550853,2543.182658622348,2512.8162985193944,2534.74755859375,574400
2021-09-02,2526.312396927385,2551.6176963957732,2520.407827051428,2547.400146484375,523000
2021-09-03,2572.7055,2648.6214,2572.7055,2635.96875,658600
2021-09-06,2661.2740709353716,2669.709171001728,2614.8810205704126,2631.751220703125,765700
2021-09-07,2640.1864045173893,2648.6215048513104,2602.228453014743,2614.881103515625,463200
2021-09-08,2598.010779627596,2648.621379230731,2593.7932296606677,2640.186279296875,657900
2021-09-09,2640.185972637257,2640.185972637257,2593.7929283896374,2602.22802734375,527900
