Date,Open,High,Low,Close,Volume
2016-07-19,959.2115680746053,971.5837961908938,952.6615649542173,970.8560180664062,1511200
2016-07-20,941.0171609650247,944.6560517653535,927.1893759237753,942.4727172851562,2326300
2016-07-21,957.0280657591751,962.8502897333753,949.7502857914246,955.572509765625,1724100
2016-07-22,943.200531431686,951.2060914978501,935.9227495533552,938.8338623046875,1510300
2016-07-25,955.5726113199186,961.3948359128807,946.111496356355,952.6614990234375,1142000
2016-07-26,948.2950000019043,949.02277820605,928.6449884899693,933.0116577148438,1624600
2016-07-27,938.1060478134564,953.3893891665073,932.2838225361037,951.2060546875,1747600
2016-07-28,951.933847954437,959.9394078378459,947.5671789271231,953.389404296875,3472400
2016-07-29,954.8448893229166,960.6671142578125,930.8282114664713,951.9337768554688,1975200
2016-08-01,934.4668444569315,945.3835132005872,925.733509462007,941.016845703125,1257600
2016-08-02,922.8224800624878,933.7391497793153,917.7280341946349,927.1891479492188,943600
2016-08-03,909.7225496698549,922.0947763453648,905.3558814314395,911.9058837890625,2241500
2016-08-04,933.7395595699526,1000.6951632179929,933.7395595699526,987.5951538085938,5871600
2016-08-05,985.4114732339349,992.6892536861797,973.7670245103434,981.7725830078125,1953900
2016-08-08,994.8725709497543,1013.7947998046875,991.2336807853441,1013.7947998046875,2212100
2016-08-09,1007.2447626771503,1022.5281008391592,1001.4225386154327,1017.4336547851562,1523300
2016-08-10,1001.4228487723215,1023.2561957659041,994.1450664411273,1018.8895263671875,1560000
2016-08-12,1037.0836936821372,1037.8114717127914,1020.3447989770922,1030.53369140625,1748200
2016-08-15,1026.1669069019606,1034.172464331692,1021.0724612648586,1031.2613525390625,986100
2016-08-16,1039.2672180827403,1043.6338870662812,1021.0727639846531,1022.5283203125,1886900
2016-08-17,1013.0671841541756,1022.5283000981442,1004.333846359743,1019.6171875,2178200
2016-08-18,1013.7949929733003,1029.078334575913,1010.8838802870885,1015.2505493164062,1851600
2016-08-19,1032.7173199111917,1039.995102292525,1024.7117592917252,1037.811767578125,1599300
2016-08-22,1039.9951072644753,1040.722885506088,1031.2617683651235,1038.53955078125,1103400
2016-08-23,1039.26730910708,1044.3617567007423,1030.5339703750878,1035.62841796875,1453800
2016-08-24,1040.7228034149064,1048.0005852569686,1037.0839124938752,1044.3616943359375,1112500
2016-08-25,1055.278136103475,1064.0114724022621,1043.6336877050917,1046.5447998046875,1796300
2016-08-26,1033.445083285752,1041.4506437900782,1017.4339622770995,1035.62841796875,1720600
2016-08-29,1056.7340531554798,1064.7396141642334,1052.3673835143416,1063.2840576171875,1292500
2016-08-30,1062.555796653236,1069.1057981394547,1060.3724628244966,1064.0113525390625,1099700
2016-08-31,1066.1950117841625,1077.1116842597683,1053.0950048134355,1075.6561279296875,1415400
2016-09-01,1080.75048828125,1084.3893788141836,1070.5615947890362,1080.75048828125,2008700
2016-09-02,1081.478139049602,1082.2059170704968,1068.3781346734966,1080.0225830078125,1694100
2016-09-05,1084.389561605717,1086.5728962935138,1050.9117630595003,1053.8228759765625,2336200
2016-09-06,1052.3671267160173,1066.1949105387034,1048.000458140432,1061.1004638671875,1817100
2016-09-07,1048.0004984396671,1056.0060578027478,1046.5449421918343,1049.4560546875,1956300
2016-09-08,1050.1838732489225,1059.644989224138,1047.2727606411638,1055.2783203125,1801600
2016-09-09,1068.3783211743678,1074.2005463578794,1058.9172052511617,1072.0172119140625,2439300
2016-09-12,1057.461785063179,1057.461785063179,1034.1728813315742,1038.53955078125,1571800
2016-09-13,1040.7228034149064,1048.0005852569686,1032.7172433886378,1044.3616943359375,1303200
2016-09-14,1038.5395158794563,1043.6339633995378,1030.533955490757,1033.445068359375,1167800
2016-09-15,1030.5339851967917,1038.5395458162584,1028.3506504823918,1037.811767578125,1643000
2016-09-16,1029.806004733904,1039.9948980669603,1023.2560018769392,1026.1671142578125,2552300
2016-09-20,1013.0672929111033,1038.539530879414,1010.1561800004392,1035.62841796875,1752000
2016-09-21,1036.3558111464017,1067.6502633088282,1033.4446993173387,1066.9224853515625,1408200
2016-09-23,1073.4729534465102,1073.4729534465102,1060.3729445230952,1063.2840576171875,1249000
2016-09-26,1081.4783532500105,1088.028356735374,1072.745015269526,1075.6561279296875,2241100
2016-09-27,1065.4671730809564,1084.389404296875,1057.4616137203755,1084.389404296875,2003700
2016-09-28,1077.1117591730158,1088.0284324078773,1073.4728680947285,1086.5728759765625,1188500
2016-09-29,1091.6669382926098,1105.4947195109828,1086.5724925805778,1101.1280517578125,1522000
2016-09-30,1089.4838562625755,1090.9394125167673,1079.294962483233,1085.1171875,1547100
2016-10-03,1093.850365404813,1093.850365404813,1078.5670269660231,1080.0225830078125,1497000
2016-10-04,1080.7504278576685,1089.4837646484375,1072.744869132797,1089.4837646484375,1492600
2016-10-05,1088.0284473602785,1094.57845139121,1078.567330426711,1088.7562255859375,1341700
2016-10-06,1100.400390625,1106.9503929501489,1096.7615004443617,1100.400390625,1770800
2016-10-07,1101.128142723281,1101.128142723281,1089.4836944195317,1096.761474609375,1160200
2016-10-11,1101.1281450447268,1117.867039516656,1092.394808798503,1114.2281494140625,2124000
2016-10-12,1098.9448846834844,1104.039331168772,1090.2115478515625,1090.2115478515625,1573500
2016-10-13,1090.2117969596918,1103.311805200863,1084.3895710747267,1090.9395751953125,1027900
2016-10-14,1093.8504791867686,1101.1282601527485,1089.4838106071807,1096.0338134765625,1436500
2016-10-17,1098.9450933374587,1106.9506536200495,1094.5784240924093,1102.583984375,870200
2016-10-18,1096.7615209896521,1108.405969785826,1092.3948526910867,1103.3115234375,1756900
2016-10-19,1096.761474609375,1103.311476780234,1094.578140552422,1096.761474609375,1690200
2016-10-20,1103.3118152351558,1104.7673717196349,1085.1173591791671,1092.3951416015625,2672500
2016-10-21,1092.394806495469,1101.8559207422652,1085.1170263056258,1096.761474609375,1677000
2016-10-24,1098.2168080952829,1116.4112548828125,1094.577918737777,1116.4112548828125,1511500
2016-10-25,1122.9617820110977,1127.3284512865785,1117.139556310457,1121.5062255859375,1381300
2016-10-26,1112.772554679925,1127.328114584175,1109.1336647038622,1125.87255859375,1545300
2016-10-27,1125.872997633885,1130.239667307966,1114.2285451696691,1118.59521484375,1215000
2016-10-28,1135.3339726463732,1151.3450927734375,1135.3339726463732,1151.3450927734375,2391100
2016-10-31,1150.6173742813628,1160.0784912109375,1146.9784831546033,1160.0784912109375,1951000
2016-11-01,1162.989281468938,1162.989281468938,1144.794830882753,1149.1614990234375,1433700
2016-11-02,1134.605946682322,1143.3392830262526,1130.2392785103566,1133.150390625,1373100
2016-11-04,1121.5061538863536,1134.606160875292,1119.322819388197,1128.783935546875,1684600
2016-11-07,1147.706069984919,1155.711629128758,1140.4282889450653,1149.889404296875,1493200
2016-11-08,1149.8894451951128,1153.5283358444644,1113.5005387015965,1138.2449951171875,2260800
